ngram,freq
GS,-7.125168098741401
YI,-6.792163787319821
OP,-6.438719863962536
GL,-7.2233012504821135
SD,-7.222755845505408
MU,-7.237033957369697
PU,-7.664588597784447
YD,-7.463917902322296
AU,-6.895910732899698
RK,-7.813381870183391
KS,-7.824267677828642
YH,-7.019214287308237
DK,-8.520404397236954
UW,-8.718417283825584
NM,-7.678252345803154
NP,-7.578496500992498
DU,-7.184248414107671
PC,-9.533003811245022
CL,-7.136108038779736
KB,-9.409134329532238
RC,-6.921399966286628
AB,-6.375068592176872
BI,-7.804562606749309
OB,-6.944248777505292
BO,-6.425612219885178
TN,-7.4191342996953225
VS,-8.042448439800722
UK,-8.542605107217145
IA,-6.54527047704436
YL,-7.865919203711273
PI,-6.3542634034585035
YY,-8.943996889937674
HU,-7.293932123973303
LV,-8.481260456568451
UB,-7.815352314170689
BD,-11.692488060598395
UE,-7.172253485416089
DR,-6.154404168357349
PS,-7.644436782347139
NU,-7.508622046748214
LC,-8.475518814000775
GD,-8.559066384271217
HS,-7.621428372137364
HD,-8.677887302740022
KT,-8.114274174371978
EU,-7.5151746730333695
GN,-7.512985690035988
NR,-7.873207106868864
ZE,-8.134422606132482
HV,-10.306193699478504
GO,-6.259390082025404
MT,-6.836003446329397
TG,-8.154985359428991
LN,-8.647965622874972
MH,-7.740329010145279
SV,-8.40195624682376
CR,-7.101223636926234
AO,-9.371034483299967
HH,-7.087794178501185
DV,-8.214917700151666
EJ,-8.89636884094842
SK,-6.94054125523576
KY,-9.41400051918341
MM,-7.333340208309444
XA,-8.82621385428129
CU,-7.308083303519546
EK,-7.682560840188877
VG,-10.593875771930286
BN,-11.964421776082037
FM,-8.134422606132482
YP,-7.848438038756455
YW,-6.886127833511966
NB,-7.4184709497539165
TZ,-9.66183668308799
SJ,-9.264739824650343
DM,-6.94466157420878
FP,-8.382640457524468
OQ,-10.488515256272459
QU,-6.988550474422121
GC,-8.569494007433477
CY,-8.990807307781665
BB,-9.273178693296208
WT,-7.583958863384338
YJ,-10.045662616092674
EQ,-8.320278215809491
KW,-8.725743323917657
TV,-9.1840509134002
BT,-9.11299299213448
HB,-8.60361245532517
UM,-7.376270595263541
AJ,-9.24394905498127
JE,-8.569494007433477
WB,-8.890571723264094
PD,-10.975810382628255
MF,-8.588542202404172
AZ,-8.778585805292035
CS,-9.555226948029732
KH,-7.593392895617696
WU,-10.092619599180445
JO,-8.163330331361172
KO,-7.667987071743559
FN,-9.019982796915597
HC,-8.494787232866653
RV,-7.848438038756455
TJ,-9.719730661506894
MD,-9.347938768505317
AQ,-10.073571404209751
KL,-8.694377664639436
YR,-7.905056932755963
HM,-7.971971521541276
GY,-9.223581752156836
YU,-9.050035141981999
PY,-8.899280051155879
HW,-7.754147746852875
PW,-9.146023517810962
RB,-7.385210629264042
FK,-10.064181663859912
UZ,-8.320278215809491
ZO,-8.277106043944283
FG,-9.120239400655247
YG,-8.335093301594632
MC,-9.134891677442118
EZ,-9.375718332612394
ZS,-12.657568956641983
II,-8.87054244138852
MW,-7.83829596399183
SG,-7.7653418935960286
GP,-8.393130064195487
LR,-8.011976856154975
HN,-8.711144524496504
TK,-8.403730870182128
WM,-9.060256696053536
WL,-8.812754700907286
MN,-8.479342910439179
BS,-8.54669509246867
KG,-10.342561343649379
HP,-8.536501324279127
KD,-10.406277158035486
HL,-8.799474293239392
HQ,-11.303023293836672
ZT,-12.172061140860281
NQ,-8.994007310512336
FV,-9.781183440720557
XT,-8.49868587328231
FC,-8.281811934981697
ZU,-9.861813175120666
NX,-10.306193699478504
XI,-8.711144524496504
WP,-9.484737070275187
GG,-8.207591660059594
AE,-9.361732090637654
CQ,-9.949518755539772
WC,-8.994007310512336
GV,-10.102281510092181
FD,-8.87054244138852
PF,-9.45380676958383
BV,-10.845190200211192
CD,-11.303023293836672
SX,-11.792571519155377
XV,-10.271102379667234
ZN,-11.645968044963503
CP,-11.441173632317488
LG,-8.768302938336452
VY,-9.884980234402201
PH,-8.266210994539216
KP,-9.733064192376359
GJ,-10.593875771930286
PB,-9.706572576929382
CB,-11.441173632317488
YN,-8.180232142163776
BJ,-9.572224524398305
MG,-9.69358538140257
VJ,-12.657568956641983
IU,-9.601212061271557
SQ,-8.730657338720086
YK,-9.294592787800024
HG,-9.38990296760435
WF,-8.978108724444537
WV,-10.805184865597493
MV,-10.271102379667234
MR,-9.088036260160612
VT,-9.19967623130328
KC,-9.733064192376359
KF,-9.469152339258489
HK,-9.719730661506894
VR,-9.385152364845752
WK,-10.193715716051814
ZY,-12.09795316870656
ZA,-9.625022709965275
XE,-8.987617512413564
DQ,-9.443705673597325
RJ,-10.380301671632227
JA,-10.152043019651247
OJ,-9.941219952725078
PM,-10.131840312333727
IX,-9.067129575341298
WG,-10.018511627026724
YV,-9.566526503283667
LJ,-11.558956667973872
WQ,-11.441173632317488
PG,-12.172061140860281
PQ,-12.434425405327772
UY,-10.432945405117648
XM,-11.903797154265602
XH,-10.248374128589678
UX,-10.975810382628255
XU,-11.741278224767827
PK,-11.404805988146615
CW,-11.099424338595432
YQ,-10.71165880758667
GK,-10.88686289661176
AX,-10.975810382628255
PV,-12.539785920985599
VC,-10.226150991804968
HJ,-10.99934088003845
VW,-8.638936216155578
TQ,-10.092619599180445
VH,-9.23575228777709
UU,-11.126092585677593
VP,-10.626136634148507
VM,-10.908369101832722
RX,-9.380424223649806
DZ,-11.210649973705657
IY,-12.09795316870656
CF,-11.240502936855338
OX,-9.788250607943649
XW,-11.153491559865708
MQ,-11.601516282392668
IQ,-10.975810382628255
PJ,-12.09795316870656
LQ,-10.952820864403558
RQ,-10.460344379305763
FJ,-10.152043019651247
TÊ,-12.434425405327772
ÊT,-12.339115225523448
EÀ,-13.350716137201928
ÀT,-13.350716137201928
UV,-9.817029572493693
KM,-9.781183440720557
BH,-11.846638740425654
IJ,-12.028960297219609
NZ,-11.303023293836672
VD,-10.28266320206831
FQ,-11.903797154265602
ZV,-13.350716137201928
OZ,-9.884980234402201
CG,-11.846638740425654
SZ,-11.903797154265602
FZ,-13.127572585887718
UJ,-12.252103848533817
GZ,-12.539785920985599
XX,-10.367562645854797
VU,-11.271274595522092
KQ,-12.09795316870656
BM,-10.406277158035486
GQ,-11.048131044207882
ZZ,-10.88686289661176
ZL,-10.88686289661176
MJ,-11.601516282392668
PN,-10.71165880758667
BC,-12.339115225523448
CJ,-14.043863317761872
KJ,-12.434425405327772
CM,-11.903797154265602
XO,-11.441173632317488
JI,-12.339115225523448
XL,-12.434425405327772
RZ,-10.271102379667234
ZH,-9.649414163089434
VZ,-14.737010498321817
HZ,-12.791100349266506
VB,-10.193715716051814
VV,-12.657568956641983
ZF,-13.127572585887718
LZ,-11.441173632317488
BW,-11.153491559865708
VF,-10.393205076468135
UQ,-13.350716137201928
YZ,-12.028960297219609
WZ,-14.043863317761872
ZP,-13.638398209653708
KK,-12.252103848533817
XR,-12.339115225523448
XG,-14.043863317761872
XY,-12.252103848533817
XQ,-13.350716137201928
ZB,-12.791100349266506
ZW,-11.846638740425654
BF,-13.350716137201928
KV,-11.645968044963503
XS,-11.645968044963503
MZ,-14.737010498321817
ZM,-10.547355756295392
ZR,-13.638398209653708
ZD,-11.271274595522092
VQ,-13.638398209653708
CZ,-12.945251029093763
CV,-12.945251029093763
BQ,-14.737010498321817
VK,-11.271274595522092
BP,-13.638398209653708
BG,-14.043863317761872
ZC,-13.350716137201928
XF,-12.028960297219609
XB,-12.657568956641983
ZK,-13.350716137201928
ZQ,-14.737010498321817
MÊ,-14.737010498321817
TÉ,-14.737010498321817
ÉA,-14.737010498321817
CN,-12.945251029093763
XN,-12.657568956641983
XD,-14.043863317761872
XJ,-14.737010498321817
QR,-14.737010498321817
WX,-14.737010498321817
KZ,-14.737010498321817
WÄ,-14.737010498321817
ÄC,-14.737010498321817
XK,-14.737010498321817
ZG,-14.737010498321817
YX,-14.737010498321817
VX,-14.737010498321817
DX,-14.737010498321817
